transaction_id,transaction_reference,account_id,transaction_type,amount,transaction_date,transaction_status,remarks,hour,day_of_week,day_of_month,month,is_weekend,account_average_amount,account_std_amount,account_transaction_count,amount_deviation,is_anomaly
8821,TXN00008821,287,NEFT,21243.27,2025-09-17 07:40:00,Success,Normal transaction,7,2,17,9,0,13106.25,7713.17,20,1.055,0
8822,TXN00008822,155,IMPS,8945.03,2025-03-08 17:50:00,Success,Normal transaction,17,5,8,3,1,22633.49,11668.31,24,1.1731,0
8823,TXN00008823,214,UPI,6867.9,2025-02-07 00:03:00,Success,Normal transaction,0,4,7,2,0,6138.48,2442.67,11,0.2986,0
8824,TXN00008824,41,Withdrawal,5683.13,2025-09-27 19:56:00,Success,Normal transaction,19,5,27,9,1,3870.61,1559.36,20,1.1623,0
8825,TXN00008825,349,Withdrawal,4356.56,2025-08-22 18:55:00,Success,Normal transaction,18,4,22,8,0,9721.88,4464.94,23,1.2017,0
8826,TXN00008826,48,Transfer,118316.75,2025-11-29 15:00:00,Success,Unusually large transaction,15,5,29,11,1,11657.38,3673.49,20,29.0349,1
8827,TXN00008827,115,Withdrawal,31217.73,2025-10-07 09:54:00,Success,Normal transaction,9,1,7,10,0,17975.7,11702.3,22,1.1316,0
8828,TXN00008828,399,IMPS,25331.76,2025-06-26 15:12:00,Success,Normal transaction,15,3,26,6,0,24526.43,17380.21,14,0.0463,0
8829,TXN00008829,343,UPI,3377.91,2025-01-27 05:57:00,Success,Normal transaction,5,0,27,1,0,5876.52,4024.53,25,0.6208,0
8830,TXN00008830,490,IMPS,43221.48,2025-09-13 01:14:00,Success,Normal transaction,1,5,13,9,1,24188.74,13662.99,24,1.393,0
8831,TXN00008831,13,IMPS,40572.77,2025-01-25 07:54:00,Success,Normal transaction,7,5,25,1,1,28480.46,15857.19,15,0.7626,0
8832,TXN00008832,405,UPI,9671.54,2025-05-24 09:08:00,Success,Normal transaction,9,5,24,5,1,10041.11,5936.99,19,0.0622,0
8833,TXN00008833,48,Deposit,8071.02,2025-05-29 23:48:00,Success,Normal transaction,23,3,29,5,0,11657.38,3673.49,20,0.9763,0
8834,TXN00008834,83,Withdrawal,6856.38,2025-02-05 07:22:00,Success,Normal transaction,7,2,5,2,0,10566.2,6397.56,18,0.5799,0
8835,TXN00008835,363,Deposit,13727.8,2025-06-22 20:14:00,Success,Normal transaction,20,6,22,6,1,15337.93,11734.75,13,0.1372,0
8836,TXN00008836,482,Transfer,15817.07,2025-06-26 22:37:00,Success,Normal transaction,22,3,26,6,0,18094.8,9672.47,20,0.2355,0
8837,TXN00008837,22,Deposit,6566.0,2025-01-02 18:37:00,Success,Normal transaction,18,3,2,1,0,4830.02,2397.98,20,0.7239,0
8838,TXN00008838,456,Deposit,5418.85,2025-11-22 21:26:00,Success,Normal transaction,21,5,22,11,1,16445.38,13433.05,29,0.8209,0
8839,TXN00008839,484,UPI,6979.04,2025-02-15 17:13:00,Success,Normal transaction,17,5,15,2,1,17386.4,14221.81,23,0.7318,0
8840,TXN00008840,315,Deposit,23176.08,2025-08-05 09:08:00,Success,Normal transaction,9,1,5,8,0,24527.71,15475.73,22,0.0873,0
8841,TXN00008841,481,Withdrawal,12148.96,2025-03-14 08:05:00,Success,Normal transaction,8,4,14,3,0,18494.0,11714.18,26,0.5417,0
8842,TXN00008842,212,UPI,12360.98,2025-11-11 18:35:00,Success,Normal transaction,18,1,11,11,0,18117.05,7951.19,22,0.7239,0
8843,TXN00008843,383,RTGS,6016.23,2025-04-09 09:17:00,Success,Normal transaction,9,2,9,4,0,19113.03,11751.23,14,1.1145,0
8844,TXN00008844,279,Deposit,17889.47,2025-03-09 12:08:00,Success,Normal transaction,12,6,9,3,1,19673.24,10085.63,17,0.1769,0
8845,TXN00008845,96,UPI,12237.71,2025-10-22 17:39:00,Success,Normal transaction,17,2,22,10,0,16685.25,7369.82,18,0.6035,0
8846,TXN00008846,247,Deposit,15743.79,2025-10-28 18:11:00,Success,Normal transaction,18,1,28,10,0,10278.54,4317.81,19,1.2657,0
8847,TXN00008847,435,Deposit,2659.52,2025-12-04 05:15:00,Success,Normal transaction,5,3,4,12,0,3056.36,2066.44,20,0.192,0
8848,TXN00008848,100,UPI,2922.25,2025-05-02 04:59:00,Success,Normal transaction,4,4,2,5,0,3246.77,1880.3,20,0.1726,0
8849,TXN00008849,307,NEFT,25121.48,2025-10-23 23:29:00,Success,Normal transaction,23,3,23,10,0,15374.56,7519.86,17,1.2962,0
8850,TXN00008850,305,UPI,8885.81,2025-08-27 07:18:00,Success,Normal transaction,7,2,27,8,0,24962.18,18269.08,20,0.88,0
8851,TXN00008851,350,UPI,21266.78,2025-12-12 10:14:00,Success,Normal transaction,10,4,12,12,0,14392.0,4840.01,28,1.4204,0
8852,TXN00008852,438,Withdrawal,8230.82,2025-05-03 21:22:00,Success,Normal transaction,21,5,3,5,1,24174.34,16164.23,19,0.9863,0
8853,TXN00008853,270,Withdrawal,4851.13,2025-03-06 07:21:00,Success,Normal transaction,7,3,6,3,0,7921.94,4464.23,11,0.6879,0
8854,TXN00008854,487,Deposit,828.12,2025-06-08 04:18:00,Failed,Normal transaction,4,6,8,6,1,1717.32,958.8,22,0.9274,0
8855,TXN00008855,292,Transfer,2175.42,2025-09-01 21:50:00,Success,Normal transaction,21,0,1,9,0,1891.84,778.06,18,0.3645,0
8856,TXN00008856,415,Withdrawal,15415.34,2025-11-15 07:57:00,Success,Normal transaction,7,5,15,11,1,18300.59,9371.59,22,0.3079,0
8857,TXN00008857,335,Deposit,1615.03,2025-07-23 06:28:00,Success,Normal transaction,6,2,23,7,0,1893.87,1309.86,21,0.2129,0
8858,TXN00008858,79,Transfer,5050.15,2025-01-09 02:08:00,Success,Normal transaction,2,3,9,1,0,8567.9,3886.75,33,0.9051,0
8859,TXN00008859,481,Transfer,13500.97,2025-10-01 02:08:00,Success,Normal transaction,2,2,1,10,0,18494.0,11714.18,26,0.4262,0
8860,TXN00008860,490,Transfer,14661.05,2025-10-12 08:00:00,Success,Normal transaction,8,6,12,10,1,24188.74,13662.99,24,0.6973,0
8861,TXN00008861,414,Transfer,17965.23,2025-03-30 15:28:00,Success,Normal transaction,15,6,30,3,1,17007.59,6784.04,21,0.1412,0
8862,TXN00008862,276,Deposit,7413.78,2025-04-12 07:02:00,Success,Normal transaction,7,5,12,4,1,14440.77,9459.15,25,0.7429,0
8863,TXN00008863,405,Deposit,17332.72,2025-04-10 07:48:00,Success,Normal transaction,7,3,10,4,0,10041.11,5936.99,19,1.2282,0
8864,TXN00008864,287,Withdrawal,4737.79,2025-05-16 06:01:00,Success,Normal transaction,6,4,16,5,0,13106.25,7713.17,20,1.085,0
8865,TXN00008865,116,Withdrawal,14022.33,2025-06-17 18:35:00,Success,Normal transaction,18,1,17,6,0,26365.46,18219.3,20,0.6775,0
8866,TXN00008866,286,UPI,3472.82,2025-02-08 18:19:00,Failed,Normal transaction,18,5,8,2,1,1477.06,872.96,16,2.2862,0
8867,TXN00008867,346,UPI,12270.48,2025-05-29 08:50:00,Success,Normal transaction,8,3,29,5,0,17072.72,8373.2,18,0.5735,0
8868,TXN00008868,252,RTGS,4820.46,2025-08-26 22:55:00,Success,Normal transaction,22,1,26,8,0,10981.28,6040.86,27,1.0199,0
8869,TXN00008869,126,Deposit,12368.09,2025-07-13 07:52:00,Success,Normal transaction,7,6,13,7,1,13692.72,6873.4,27,0.1927,0
8870,TXN00008870,168,Transfer,3903.28,2025-08-26 01:25:00,Success,Normal transaction,1,1,26,8,0,5542.8,4494.68,19,0.3648,0
8871,TXN00008871,231,UPI,12611.97,2025-09-28 18:22:00,Success,Normal transaction,18,6,28,9,1,21180.62,8283.19,20,1.0345,0
8872,TXN00008872,236,Transfer,9961.19,2025-01-02 13:12:00,Success,Normal transaction,13,3,2,1,0,20049.05,9802.91,17,1.0291,0
8873,TXN00008873,181,Withdrawal,40597.84,2025-04-06 22:45:00,Success,Normal transaction,22,6,6,4,1,13852.18,9313.25,26,2.8718,0
8874,TXN00008874,327,UPI,12262.19,2025-11-06 00:02:00,Success,Normal transaction,0,3,6,11,0,13866.18,6036.89,21,0.2657,0
8875,TXN00008875,131,IMPS,3719.77,2025-07-12 05:10:00,Success,Normal transaction,5,5,12,7,1,9515.93,4494.47,22,1.2896,0
8876,TXN00008876,213,RTGS,37459.72,2025-05-01 14:13:00,Success,Normal transaction,14,3,1,5,0,18668.4,10003.44,26,1.8785,0
8877,TXN00008877,189,Withdrawal,18859.79,2025-07-05 22:44:00,Pending,Normal transaction,22,5,5,7,1,23962.42,14235.35,17,0.3584,0
8878,TXN00008878,182,Deposit,2151.83,2025-07-02 23:58:00,Success,Normal transaction,23,2,2,7,0,3619.97,2865.2,20,0.5124,0
8879,TXN00008879,91,Deposit,2053.12,2025-08-01 12:15:00,Success,Normal transaction,12,4,1,8,0,4223.88,2630.27,21,0.8253,0
8880,TXN00008880,351,Transfer,18577.47,2025-11-19 15:19:00,Success,Normal transaction,15,2,19,11,0,15052.7,7030.43,27,0.5014,0
8881,TXN00008881,367,Deposit,20995.23,2025-09-26 10:46:00,Success,Normal transaction,10,4,26,9,0,26415.93,10012.98,24,0.5414,0
8882,TXN00008882,128,Withdrawal,7484.58,2025-03-09 11:50:00,Success,Normal transaction,11,6,9,3,1,25218.45,17947.98,32,0.9881,0
8883,TXN00008883,271,Withdrawal,54328.42,2025-01-16 19:16:00,Success,Normal transaction,19,3,16,1,0,27349.03,16682.98,15,1.6172,0
8884,TXN00008884,210,Withdrawal,3497.03,2025-03-15 18:01:00,Success,Normal transaction,18,5,15,3,1,5886.39,3671.92,26,0.6507,0
8885,TXN00008885,163,NEFT,36470.17,2025-08-21 15:44:00,Success,Normal transaction,15,3,21,8,0,16281.45,9010.3,21,2.2406,0
8886,TXN00008886,45,Transfer,13817.6,2025-05-17 13:26:00,Success,Normal transaction,13,5,17,5,1,7895.8,4104.29,20,1.4428,0
8887,TXN00008887,427,Deposit,6526.0,2025-12-31 14:26:00,Success,Normal transaction,14,2,31,12,0,12133.83,5838.49,20,0.9605,0
8888,TXN00008888,244,RTGS,16890.84,2025-10-27 02:29:00,Success,Normal transaction,2,0,27,10,0,11639.03,9094.16,19,0.5775,0
8889,TXN00008889,105,Deposit,15889.03,2025-12-23 18:49:00,Success,Normal transaction,18,1,23,12,0,32242.01,17367.59,21,0.9416,0
8890,TXN00008890,355,UPI,798.39,2025-07-23 06:29:00,Success,Normal transaction,6,2,23,7,0,2990.83,1478.37,21,1.483,0
8891,TXN00008891,105,Transfer,18000.39,2025-01-02 03:19:00,Success,Unusual transaction time,2,3,2,1,0,32242.01,17367.59,21,0.82,1
8892,TXN00008892,472,IMPS,30193.09,2025-02-26 09:01:00,Success,Normal transaction,9,2,26,2,0,31525.15,15351.65,22,0.0868,0
8893,TXN00008893,252,Deposit,7702.52,2025-09-22 18:54:00,Success,Normal transaction,18,0,22,9,0,10981.28,6040.86,27,0.5428,0
8894,TXN00008894,309,Deposit,16877.11,2025-07-14 14:54:00,Success,Normal transaction,14,0,14,7,0,24758.81,26535.48,23,0.297,0
8895,TXN00008895,461,NEFT,6338.6,2025-08-04 03:44:00,Success,Unusual transaction time,2,0,4,8,0,3861.32,2124.08,25,1.1663,1
8896,TXN00008896,393,Withdrawal,10194.4,2025-01-16 05:46:00,Success,Normal transaction,5,3,16,1,0,9893.5,4695.39,27,0.0641,0
8897,TXN00008897,68,Withdrawal,12674.35,2025-05-12 05:03:00,Success,Normal transaction,5,0,12,5,0,25731.92,14191.68,18,0.9201,0
8898,TXN00008898,318,Withdrawal,6982.16,2025-03-24 07:56:00,Success,Normal transaction,7,0,24,3,0,4850.27,2154.84,22,0.9893,0
8899,TXN00008899,111,Withdrawal,8471.66,2025-05-22 01:51:00,Success,Normal transaction,1,3,22,5,0,9078.27,5806.73,30,0.1045,0
8900,TXN00008900,483,NEFT,2907.35,2025-12-19 10:09:00,Success,Normal transaction,10,4,19,12,0,12278.76,6997.98,23,1.3392,0
8901,TXN00008901,460,UPI,4317.22,2025-09-24 17:12:00,Success,Normal transaction,17,2,24,9,0,3747.12,2376.66,28,0.2399,0
8902,TXN00008902,21,Withdrawal,19215.67,2025-01-08 21:26:00,Success,Normal transaction,21,2,8,1,0,18636.41,9725.08,28,0.0596,0
8903,TXN00008903,79,RTGS,9385.71,2025-04-12 21:31:00,Success,Normal transaction,21,5,12,4,1,8567.9,3886.75,33,0.2104,0
8904,TXN00008904,282,Transfer,14339.42,2025-07-29 08:26:00,Success,Normal transaction,8,1,29,7,0,9999.49,3845.97,23,1.1284,0
8905,TXN00008905,480,Deposit,9199.44,2025-12-01 21:21:00,Success,Normal transaction,21,0,1,12,0,13455.62,12164.03,20,0.3499,0
8906,TXN00008906,229,Deposit,26900.13,2025-04-23 20:46:00,Success,Normal transaction,20,2,23,4,0,27281.83,19300.2,25,0.0198,0
8907,TXN00008907,126,Deposit,4631.14,2025-04-02 22:32:00,Success,Normal transaction,22,2,2,4,0,13692.72,6873.4,27,1.3184,0
8908,TXN00008908,128,UPI,27005.29,2025-05-11 19:00:00,Success,Normal transaction,19,6,11,5,1,25218.45,17947.98,32,0.0996,0
8909,TXN00008909,211,Withdrawal,40822.38,2025-02-01 11:35:00,Success,Normal transaction,11,5,1,2,1,16002.5,9590.35,20,2.588,0
8910,TXN00008910,104,Withdrawal,7498.44,2025-10-29 08:03:00,Pending,Normal transaction,8,2,29,10,0,12847.44,4846.57,19,1.1037,0
8911,TXN00008911,174,Transfer,3982.96,2025-11-01 18:09:00,Success,Normal transaction,18,5,1,11,1,6107.5,3240.61,14,0.6556,0
8912,TXN00008912,129,Withdrawal,453.62,2025-08-30 13:52:00,Success,Normal transaction,13,5,30,8,1,722.97,397.3,25,0.678,0
8913,TXN00008913,216,Withdrawal,6780.47,2025-04-12 02:30:00,Success,Unusual transaction time,4,5,12,4,1,7175.74,4965.24,19,0.0796,1
8914,TXN00008914,346,Deposit,8687.22,2025-12-11 11:29:00,Success,Normal transaction,11,3,11,12,0,17072.72,8373.2,18,1.0015,0
8915,TXN00008915,74,Withdrawal,25818.12,2025-08-17 17:02:00,Success,Normal transaction,17,6,17,8,1,24387.53,14786.72,23,0.0967,0
8916,TXN00008916,4,RTGS,24164.7,2025-09-17 09:51:00,Success,Normal transaction,9,2,17,9,0,14816.29,9788.99,24,0.955,0
8917,TXN00008917,433,NEFT,20991.72,2025-11-14 22:32:00,Success,Normal transaction,22,4,14,11,0,17965.95,9915.73,17,0.3051,0
8918,TXN00008918,22,Withdrawal,1481.2,2025-01-02 23:53:00,Success,Normal transaction,23,3,2,1,0,4830.02,2397.98,20,1.3965,0
8919,TXN00008919,490,Deposit,38568.77,2025-02-21 16:46:00,Failed,Normal transaction,16,4,21,2,0,24188.74,13662.99,24,1.0525,0
8920,TXN00008920,43,UPI,2248.13,2025-03-08 11:45:00,Success,Normal transaction,11,5,8,3,1,1743.15,697.98,20,0.7235,0
8921,TXN00008921,233,NEFT,23102.63,2025-05-28 12:51:00,Success,Normal transaction,12,2,28,5,0,17151.67,9358.39,24,0.6359,0
8922,TXN00008922,498,Deposit,2951.77,2025-05-17 14:57:00,Success,Normal transaction,14,5,17,5,1,2394.72,1019.59,21,0.5464,0
8923,TXN00008923,118,UPI,5723.82,2025-06-18 11:04:00,Success,Normal transaction,11,2,18,6,0,4968.04,2155.56,14,0.3506,0
8924,TXN00008924,443,Withdrawal,17061.16,2025-07-25 06:08:00,Success,Normal transaction,6,4,25,7,0,7589.83,4649.73,13,2.037,0
8925,TXN00008925,359,Withdrawal,67792.28,2025-03-01 15:19:00,Success,Normal transaction,15,5,1,3,1,30611.99,16432.18,17,2.2627,0
8926,TXN00008926,215,Withdrawal,10626.26,2025-02-10 19:48:00,Success,Normal transaction,19,0,10,2,0,15385.28,8931.9,13,0.5328,0
8927,TXN00008927,298,Deposit,87354.4,2025-04-16 18:57:00,Success,Unusually large transaction,18,2,16,4,0,7480.68,5246.08,20,15.2254,1
8928,TXN00008928,362,Transfer,15507.49,2025-01-24 08:24:00,Success,Normal transaction,8,4,24,1,0,18407.35,11580.85,21,0.2504,0
8929,TXN00008929,91,Withdrawal,3193.95,2025-07-13 00:22:00,Success,Normal transaction,0,6,13,7,1,4223.88,2630.27,21,0.3916,0
8930,TXN00008930,271,UPI,8731.82,2025-08-29 23:12:00,Success,Normal transaction,23,4,29,8,0,27349.03,16682.98,15,1.1159,0
8931,TXN00008931,294,Deposit,7972.75,2025-01-26 03:18:00,Success,Normal transaction,3,6,26,1,1,10164.86,5725.59,30,0.3829,0
8932,TXN00008932,439,UPI,10286.86,2025-02-17 04:20:00,Success,Normal transaction,4,0,17,2,0,17548.61,9540.24,19,0.7612,0
8933,TXN00008933,157,Transfer,13146.68,2025-01-24 20:49:00,Success,Normal transaction,20,4,24,1,0,18083.55,8033.37,26,0.6145,0
8934,TXN00008934,51,Deposit,13258.16,2025-06-11 04:30:00,Success,Normal transaction,4,2,11,6,0,29379.34,22959.88,16,0.7021,0
8935,TXN00008935,201,UPI,12679.01,2025-06-30 10:50:00,Success,Normal transaction,10,0,30,6,0,22126.33,13326.59,18,0.7089,0
8936,TXN00008936,214,Deposit,4794.64,2025-06-23 09:22:00,Success,Normal transaction,9,0,23,6,0,6138.48,2442.67,11,0.5502,0
8937,TXN00008937,247,UPI,11591.22,2025-09-26 04:35:00,Success,Normal transaction,4,4,26,9,0,10278.54,4317.81,19,0.304,0
8938,TXN00008938,100,Withdrawal,1293.27,2025-02-08 13:06:00,Success,Normal transaction,13,5,8,2,1,3246.77,1880.3,20,1.0389,0
8939,TXN00008939,420,Transfer,8549.57,2025-07-25 04:57:00,Success,Normal transaction,4,4,25,7,0,21840.02,10655.74,23,1.2473,0
8940,TXN00008940,395,IMPS,10798.8,2025-06-19 20:59:00,Success,Normal transaction,20,3,19,6,0,10911.15,9192.51,21,0.0122,0
8941,TXN00008941,230,Deposit,10295.18,2025-04-17 20:09:00,Success,Normal transaction,20,3,17,4,0,18344.28,8012.09,14,1.0046,0
8942,TXN00008942,237,Deposit,13324.69,2025-07-16 06:48:00,Success,Normal transaction,6,2,16,7,0,8368.89,5124.73,23,0.967,0
8943,TXN00008943,57,NEFT,3019.99,2025-09-06 07:33:00,Success,Normal transaction,7,5,6,9,1,3384.93,2113.32,25,0.1727,0
8944,TXN00008944,448,Transfer,26467.9,2025-06-13 02:14:00,Success,Normal transaction,2,4,13,6,0,25111.29,16182.85,30,0.0838,0
8945,TXN00008945,472,RTGS,52709.38,2025-12-09 18:05:00,Success,Normal transaction,18,1,9,12,0,31525.15,15351.65,22,1.3799,0
8946,TXN00008946,329,NEFT,9091.78,2025-09-30 10:04:00,Success,Normal transaction,10,1,30,9,0,8710.21,6922.54,11,0.0551,0
8947,TXN00008947,56,Withdrawal,16831.55,2025-11-20 15:19:00,Success,Normal transaction,15,3,20,11,0,28725.19,22171.04,14,0.5364,0
8948,TXN00008948,182,Transfer,5297.9,2025-12-26 09:56:00,Pending,Normal transaction,9,4,26,12,0,3619.97,2865.2,20,0.5856,0
8949,TXN00008949,122,IMPS,29716.78,2025-06-24 00:28:00,Success,Normal transaction,0,1,24,6,0,32369.5,28387.61,17,0.0934,0
8950,TXN00008950,360,Deposit,13169.84,2025-02-11 15:44:00,Success,Normal transaction,15,1,11,2,0,16741.99,9028.06,21,0.3957,0
8951,TXN00008951,370,Withdrawal,4727.82,2025-03-03 03:20:00,Success,Normal transaction,3,0,3,3,0,3244.61,2694.17,19,0.5505,0
8952,TXN00008952,311,UPI,10014.76,2025-05-18 18:35:00,Success,Normal transaction,18,6,18,5,1,15213.54,7843.86,26,0.6628,0
8953,TXN00008953,334,Deposit,3404.6,2025-06-04 06:54:00,Failed,Normal transaction,6,2,4,6,0,4021.06,2790.03,21,0.221,0
8954,TXN00008954,193,Deposit,22825.12,2025-12-30 18:34:00,Success,Normal transaction,18,1,30,12,0,27801.58,12852.56,22,0.3872,0
8955,TXN00008955,309,UPI,11950.92,2025-07-07 15:38:00,Success,Normal transaction,15,0,7,7,0,24758.81,26535.48,23,0.4827,0
8956,TXN00008956,23,Withdrawal,7991.38,2025-08-04 13:14:00,Pending,Normal transaction,13,0,4,8,0,6657.43,2600.19,19,0.513,0
8957,TXN00008957,446,Withdrawal,51111.7,2025-04-19 16:11:00,Failed,Normal transaction,16,5,19,4,1,31450.08,17277.53,18,1.138,0
8958,TXN00008958,172,Transfer,1157.73,2025-09-26 09:53:00,Success,Normal transaction,9,4,26,9,0,1128.41,502.49,19,0.0584,0
8959,TXN00008959,340,Withdrawal,2946.86,2025-10-06 07:23:00,Success,Normal transaction,7,0,6,10,0,2712.93,1230.83,21,0.1901,0
8960,TXN00008960,4,Transfer,13875.97,2025-10-13 09:57:00,Success,Normal transaction,9,0,13,10,0,14816.29,9788.99,24,0.0961,0
8961,TXN00008961,7,Withdrawal,2306.86,2025-08-22 06:18:00,Success,Normal transaction,6,4,22,8,0,2184.16,852.15,21,0.144,0
8962,TXN00008962,335,IMPS,2457.51,2025-05-13 17:42:00,Success,Normal transaction,17,1,13,5,0,1893.87,1309.86,21,0.4303,0
8963,TXN00008963,298,UPI,8091.4,2025-04-27 14:12:00,Success,Normal transaction,14,6,27,4,1,7480.68,5246.08,20,0.1164,0
8964,TXN00008964,390,Deposit,16886.1,2025-10-06 21:50:00,Success,Normal transaction,21,0,6,10,0,27698.9,16744.62,22,0.6457,0
8965,TXN00008965,420,IMPS,22636.09,2025-03-30 07:32:00,Success,Normal transaction,7,6,30,3,1,21840.02,10655.74,23,0.0747,0
8966,TXN00008966,263,NEFT,5119.87,2025-01-15 12:57:00,Success,Normal transaction,12,2,15,1,0,4601.04,2840.27,23,0.1827,0
8967,TXN00008967,14,IMPS,3276.95,2025-06-10 09:40:00,Success,Normal transaction,9,1,10,6,0,8772.23,6741.72,21,0.8151,0
8968,TXN00008968,2,Transfer,26099.01,2025-02-19 12:26:00,Success,Normal transaction,12,2,19,2,0,23395.81,14208.36,29,0.1903,0
8969,TXN00008969,433,Transfer,4766.06,2025-02-18 23:09:00,Success,Normal transaction,23,1,18,2,0,17965.95,9915.73,17,1.3312,0
8970,TXN00008970,26,Deposit,25735.7,2025-05-23 22:40:00,Failed,Normal transaction,22,4,23,5,0,26058.64,11132.89,14,0.029,0
8971,TXN00008971,256,UPI,20334.35,2025-05-03 09:33:00,Success,Normal transaction,9,5,3,5,1,17271.48,6315.65,24,0.485,0
8972,TXN00008972,177,RTGS,26291.01,2025-12-03 07:06:00,Success,Normal transaction,7,2,3,12,0,23921.52,11203.52,21,0.2115,0
8973,TXN00008973,252,NEFT,7994.69,2025-02-06 05:29:00,Success,Normal transaction,5,3,6,2,0,10981.28,6040.86,27,0.4944,0
8974,TXN00008974,344,Transfer,13191.37,2025-04-08 16:07:00,Success,Normal transaction,16,1,8,4,0,11168.38,4713.59,16,0.4292,0
8975,TXN00008975,260,Deposit,6304.42,2025-03-15 05:21:00,Success,Normal transaction,5,5,15,3,1,3471.46,2135.04,30,1.3269,0
8976,TXN00008976,172,Withdrawal,1972.5,2025-10-20 04:02:00,Success,Normal transaction,4,0,20,10,0,1128.41,502.49,19,1.6798,0
8977,TXN00008977,15,IMPS,4875.85,2025-11-24 09:17:00,Success,Normal transaction,9,0,24,11,0,5002.9,3296.84,21,0.0385,0
8978,TXN00008978,163,IMPS,17297.4,2025-09-21 14:42:00,Success,Normal transaction,14,6,21,9,1,16281.45,9010.3,21,0.1128,0
8979,TXN00008979,409,Transfer,41786.22,2025-03-23 14:32:00,Failed,Normal transaction,14,6,23,3,1,31801.51,22263.54,16,0.4485,0
8980,TXN00008980,419,Deposit,7436.5,2025-01-27 21:12:00,Success,Normal transaction,21,0,27,1,0,22789.63,17924.44,18,0.8565,0
8981,TXN00008981,418,RTGS,7159.97,2025-03-29 11:21:00,Failed,Normal transaction,11,5,29,3,1,8685.25,4483.47,16,0.3402,0
8982,TXN00008982,189,Withdrawal,28092.61,2025-12-01 15:27:00,Success,Normal transaction,15,0,1,12,0,23962.42,14235.35,17,0.2901,0
8983,TXN00008983,375,Transfer,3836.94,2025-05-08 05:14:00,Success,Normal transaction,5,3,8,5,0,2556.0,1660.38,26,0.7715,0
8984,TXN00008984,25,Withdrawal,14302.51,2025-03-19 01:41:00,Success,Normal transaction,1,2,19,3,0,15403.5,8587.63,20,0.1282,0
8985,TXN00008985,383,Deposit,6949.6,2025-10-30 23:16:00,Success,Normal transaction,23,3,30,10,0,19113.03,11751.23,14,1.0351,0
8986,TXN00008986,97,Withdrawal,12946.64,2025-03-29 20:28:00,Success,Normal transaction,20,5,29,3,1,19269.27,11997.24,24,0.527,0
8987,TXN00008987,375,Deposit,1622.33,2025-12-28 15:22:00,Success,Normal transaction,15,6,28,12,1,2556.0,1660.38,26,0.5623,0
8988,TXN00008988,231,IMPS,23961.46,2025-07-25 10:58:00,Success,Normal transaction,10,4,25,7,0,21180.62,8283.19,20,0.3357,0
8989,TXN00008989,311,Deposit,7211.33,2025-08-31 13:12:00,Success,Normal transaction,13,6,31,8,1,15213.54,7843.86,26,1.0202,0
8990,TXN00008990,158,Deposit,10898.88,2025-06-21 06:21:00,Success,Normal transaction,6,5,21,6,1,18934.47,8253.43,19,0.9736,0
8991,TXN00008991,310,Transfer,2291.92,2025-12-09 00:10:00,Success,Normal transaction,0,1,9,12,0,7237.3,3572.34,22,1.3844,0
8992,TXN00008992,91,Withdrawal,6716.52,2025-01-27 06:49:00,Success,Normal transaction,6,0,27,1,0,4223.88,2630.27,21,0.9477,0
8993,TXN00008993,314,Deposit,234397.05,2025-10-04 16:23:00,Success,Unusually large transaction,16,5,4,10,1,35113.73,25770.96,15,7.7329,1
8994,TXN00008994,219,Transfer,17897.96,2025-03-31 15:07:00,Success,Normal transaction,15,0,31,3,0,18901.13,11360.95,21,0.0883,0
8995,TXN00008995,415,Withdrawal,15960.35,2025-03-06 20:12:00,Success,Normal transaction,20,3,6,3,0,18300.59,9371.59,22,0.2497,0
8996,TXN00008996,493,Transfer,4056.07,2025-05-18 17:37:00,Success,Normal transaction,17,6,18,5,1,9678.5,7539.81,14,0.7457,0
8997,TXN00008997,123,UPI,4148.29,2025-06-05 00:28:00,Success,Normal transaction,0,3,5,6,0,8725.82,4618.72,17,0.9911,0
8998,TXN00008998,126,UPI,6307.29,2025-12-15 08:28:00,Success,Normal transaction,8,0,15,12,0,13692.72,6873.4,27,1.0745,0
8999,TXN00008999,21,Withdrawal,10406.99,2025-10-14 09:40:00,Success,Normal transaction,9,1,14,10,0,18636.41,9725.08,28,0.8462,0
9000,TXN00009000,264,UPI,16147.74,2025-12-14 15:53:00,Success,Normal transaction,15,6,14,12,1,18869.09,8502.89,9,0.3201,0
9001,TXN00009001,121,Withdrawal,13093.33,2025-08-30 09:04:00,Success,Normal transaction,9,5,30,8,1,22773.57,12552.96,22,0.7712,0
9002,TXN00009002,354,Deposit,11738.15,2025-04-09 20:25:00,Success,Normal transaction,20,2,9,4,0,5751.12,3397.04,34,1.7624,0
9003,TXN00009003,142,UPI,11732.38,2025-12-24 12:08:00,Success,Normal transaction,12,2,24,12,0,8438.32,3932.44,19,0.8377,0
9004,TXN00009004,259,Deposit,22565.75,2025-05-16 15:46:00,Success,Normal transaction,15,4,16,5,0,16353.45,7830.75,14,0.7933,0
9005,TXN00009005,207,Transfer,2795.86,2025-05-24 10:15:00,Success,Normal transaction,10,5,24,5,1,2620.15,991.7,16,0.1772,0
9006,TXN00009006,189,Deposit,30994.11,2025-06-18 00:47:00,Success,Normal transaction,0,2,18,6,0,23962.42,14235.35,17,0.494,0
9007,TXN00009007,85,NEFT,7201.66,2025-04-11 02:01:00,Success,Normal transaction,2,4,11,4,0,8460.86,4196.15,19,0.3001,0
